Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1021;21100446532;"Studia Mythologica Slavica";journal;"1581128X, 14086271";"Zalozba ZRC";Yes;Yes;0,114;Q3;4;9;30;370;5;30;0,16;41,11;44,44;0;1;Slovenia;Eastern Europe;"Zalozba ZRC";"2015-2024";"Cultural Studies (Q3); Anthropology (Q4)";"Social Sciences"
1022;23518;"Zeitschrift der Deutschen Morgenlandischen Gesellschaft";journal;"03410137";"Harrassowitz Verlag";No;No;0,114;Q3;10;14;53;633;8;49;0,14;45,21;36,36;0;0;Germany;Western Europe;"Harrassowitz Verlag";"1975, 1985, 2002-2009, 2011-2018, 2021-2024";"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
1023;21101102040;"Baltic Worlds";journal;"20017308, 20002955";"Sodertorn University Centre for Baltic and East European Studies";Yes;Yes;0,113;Q3;5;11;137;428;14;102;0,08;38,91;45,45;0;1;Sweden;Western Europe;"Sodertorn University Centre for Baltic and East European Studies";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
1024;5700191155;"Confluencia";journal;"08886091";"Colorado State University";Yes;No;0,113;Q3;6;36;147;847;10;139;0,07;23,53;61,29;0;2;United States;Northern America;"Colorado State University";"2002-2024";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
1025;21475;"East Central Europe";journal;"00943037, 18763308";"Brill Academic Publishers";No;No;0,113;Q3;11;14;43;792;7;42;0,13;56,57;40,00;0;4;Netherlands;Western Europe;"Brill Academic Publishers";"1975-1983, 1985-1987, 1989-1990, 1992-1993, 1999-2006, 2009-2024";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1026;21100255732;"Journal of Language, Literature and Culture";journal;"20512864, 20512856";"Maney Publishing";No;No;0,113;Q3;5;6;34;242;7;34;0,17;40,33;84,62;0;1;United Kingdom;Western Europe;"Maney Publishing";"2013-2024";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1027;21100945717;"Journal of the Ottoman and Turkish Studies Association";journal;"23760702, 23760699";"Indiana University Press";No;No;0,113;Q3;5;11;132;1039;33;118;0,13;94,45;50,00;0;0;United States;Northern America;"Indiana University Press";"2019-2024";"Cultural Studies (Q3); History (Q3); Religious Studies (Q3); Anthropology (Q4); Law (Q4)";"Arts and Humanities; Social Sciences"
1028;19900192171;"Junctures - The Journal for Thematic Dialogue";journal;"11765119, 11798912";"Otago Polytechnic";Yes;No;0,113;Q3;3;6;20;317;2;17;0,10;52,83;44,44;0;2;New Zealand;Pacific Region;"Otago Polytechnic";"2009-2012, 2015-2020, 2022-2024";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
1029;24268;"Korean Studies";journal;"0145840X, 15291529";"University of Hawaii Press";No;No;0,113;Q3;7;17;41;1473;5;37;0,13;86,65;50,00;0;7;United States;Northern America;"University of Hawaii Press";"1991-1998, 2017-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Anthropology (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1030;21100838825;"Lectora";journal;"11365781, 20139470";"Centre for Women and Literature. Gender, sexualities and cultural criticism";Yes;Yes;0,113;Q3;4;19;66;590;10;65;0,20;31,05;85,71;0;11;Spain;Western Europe;"Centre for Women and Literature. Gender, sexualities and cultural criticism";"2017-2024";"Cultural Studies (Q3); Philosophy (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
1031;21101263159;"Lietuvos Etnologija";journal;"13924028, 25386522";"Lithuanian Institute of History";No;No;0,113;Q3;1;9;15;480;3;11;0,21;53,33;57,14;0;0;Lithuania;Eastern Europe;"Lithuanian Institute of History";"2020-2024";"Cultural Studies (Q3); Anthropology (Q4)";"Social Sciences"
1032;11700154341;"Mediterranean Studies";journal;"1074164X, 21614741";"Manchester University Press";No;No;0,113;Q3;9;0;32;0;4;26;0,00;0,00;0,00;0;0;United Kingdom;Western Europe;"Manchester University Press";"2001, 2007-2010, 2012-2023";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1033;21100834359;"Methis";journal;"17366852, 22284745";"University of Tartu Press";Yes;Yes;0,113;Q3;4;0;38;0;10;31;0,26;0,00;0,00;0;0;Estonia;Eastern Europe;"University of Tartu Press";"2017-2022";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
1034;19700169130;"Ming Studies";journal;"0147037X, 17597595";"Taylor and Francis Ltd.";No;No;0,113;Q3;8;7;24;345;6;12;0,36;49,29;20,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1975-1991, 1994-2001, 2003-2025";"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
1035;21100241784;"Oceanide";journal;"19896328";"Sociedad Espanola de Estudios Literarios de Cultura Popular";Yes;Yes;0,113;Q3;3;7;21;347;8;21;0,14;49,57;57,14;0;3;Spain;Western Europe;"Sociedad Espanola de Estudios Literarios de Cultura Popular";"2013-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
1036;21101169019;"Quien";journal;"2443972X, 29524946";"Asociacion Espanola de Personalismo";Yes;Yes;0,113;Q3;1;24;37;508;4;34;0,15;21,17;9,09;0;3;Spain;Western Europe;"Asociacion Espanola de Personalismo";"2020-2024";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
1037;17100;"South Asian Studies";journal;"21532699, 02666030";"Taylor and Francis Ltd.";No;No;0,113;Q3;15;14;41;580;11;37;0,13;41,43;50,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1985-2025";"Cultural Studies (Q3); History (Q3); Archeology (arts and humanities) (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1038;19700187618;"Storytelling, Self, Society";journal;"15505340, 19320280";"Wayne State University Press";No;No;0,113;Q3;9;0;30;0;7;28;0,33;0,00;0,00;0;0;United States;Northern America;"Wayne State University Press";"2010-2014, 2017-2023";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Anthropology (Q4); Archeology (Q4)";"Arts and Humanities; Social Sciences"
1039;21100316608;"Studies in American Jewish Literature";journal;"19485077, 02719274";"Penn State University Press";No;No;0,113;Q3;6;26;30;626;6;27;0,32;24,08;42,86;0;2;United States;Northern America;"Penn State University Press";"2014-2024";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
1040;21100915858;"British and American Studies";journal;"24577715, 12243086";"Diacritic";Yes;Yes;0,113;Q4;2;23;87;500;9;87;0,08;21,74;70,37;0;4;Romania;Eastern Europe;"Diacritic";"2018-2024";"Literature and Literary Theory (Q3); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1041;21100826749;"REHABEND";conference and proceedings;"23868198";"University of Cantabria - Building Technology R&amp;D Group";No;No;0,113;-;6;276;280;3981;27;279;0,10;14,42;40,48;0;105;Spain;Western Europe;"University of Cantabria - Building Technology R&amp;D Group";"2014, 2016-2018, 2020, 2022, 2024";"Building and Construction; Cultural Studies; Geography, Planning and Development; Mechanics of Materials; Urban Studies";"Engineering; Social Sciences"
1042;21101064976;"Acta Universitatis Carolinae Studia Territorialia";journal;"12134449, 23363231";"Karolinum - Nakladatelstvi Univerzity Karlovy";Yes;Yes;0,112;Q4;2;4;27;467;5;21;0,28;116,75;33,33;0;0;Czech Republic;Eastern Europe;"Karolinum - Nakladatelstvi Univerzity Karlovy";"2019, 2021-2024";"History (Q3); Cultural Studies (Q4); Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1043;21100903454;"Arab Media and Society";journal;"16877721";"American University in Cairo";Yes;Yes;0,112;Q4;5;11;56;535;14;54;0,19;48,64;46,15;0;3;Egypt;Africa/Middle East;"American University in Cairo";"2018-2024";"Literature and Literary Theory (Q3); Communication (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1044;6000173131;"Canadian-American Slavic Studies";journal;"22102396, 00908290";"Brill Academic Publishers";No;No;0,112;Q4;7;9;71;771;7;65;0,12;85,67;77,78;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"1974, 1976, 1978, 1999, 2001, 2009-2010, 2012-2025";"History (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1045;21100199530;"Etnolog";journal;"03540316";"Slovene Ethnographic Museum";Yes;No;0,112;Q4;8;0;43;0;6;39;0,00;0,00;0,00;0;0;Slovenia;Eastern Europe;"Slovene Ethnographic Museum";"1996-2022";"History (Q3); Museology (Q3); Anthropology (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1046;21100901578;"Indonesian Journal of International and Comparative Law";journal;"2338770X, 23387602";"Institute for Migrant Rights Press";No;No;0,112;Q4;3;9;50;79;5;36;0,03;8,78;22,22;0;3;Indonesia;Asiatic Region;"Institute for Migrant Rights Press";"2018-2024";"Cultural Studies (Q4); Law (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1047;21100401013;"Journal of Chinese Military History";journal;"22127453, 22127445";"Brill Academic Publishers";No;No;0,112;Q4;5;7;17;315;3;16;0,08;45,00;28,57;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2024";"History (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1048;21101193867;"Journal of Finnish Studies";journal;"12066516, 28315081";"University of Illinois Press";No;No;0,112;Q4;4;5;32;263;7;29;0,17;52,60;71,43;0;0;United States;Northern America;"University of Illinois Press";"2019-2024";"History (Q3); Cultural Studies (Q4); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1049;21101142416;"Journal of Underrepresented and Minority Progress";journal;"25743465, 25743481";"STAR Scholars Network";No;No;0,112;Q4;5;37;42;1836;7;41;0,25;49,62;68,49;0;18;United States;Northern America;"STAR Scholars Network";"2019-2025";"Philosophy (Q3); Cultural Studies (Q4); Education (Q4); Psychology (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Psychology; Social Sciences"
1050;21100826326;"Maetagused";journal;"1406992X, 14069938";"Eesti Keele Instituudi";Yes;Yes;0,112;Q4;5;26;68;781;6;67;0,11;30,04;75,00;0;4;Estonia;Eastern Europe;"Eesti Keele Instituudi";"2017-2024";"Anthropology (Q4); Cultural Studies (Q4)";"Social Sciences"
1051;21100451439;"Miscelanea de Estudios Arabes y Hebraicos, Seccion Hebreo";journal;"23402547, 1696585X";"Departament of Semitic Studies, University of Granada";Yes;Yes;0,112;Q4;3;0;32;0;4;31;0,05;0,00;0,00;0;0;Spain;Western Europe;"Departament of Semitic Studies, University of Granada";"2015-2023";"History (Q3); Literature and Literary Theory (Q3); Religious Studies (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1052;21100215942;"Social Sciences and Missions";journal;"18748945, 18748937";"Brill Academic Publishers";No;No;0,112;Q4;6;14;39;699;9;38;0,36;49,93;30,77;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2024";"Religious Studies (Q3); Cultural Studies (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1053;145911;"American Scholar";journal;"00030937";"Phi Beta Kappa Society";No;No;0,111;Q4;10;74;213;0;5;165;0,01;0,00;42,00;0;0;United States;Northern America;"Phi Beta Kappa Society";"1983, 1999, 2001-2025";"History (Q3); Literature and Literary Theory (Q3); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1054;21100325437;"Archivio di Storia della Cultura";book series;"11240059, 2037688X";"Liguori Editore srl";No;No;0,111;Q4;3;18;81;415;1;49;0,02;23,06;16,67;0;2;Italy;Western Europe;"Liguori Editore srl";"2001-2024";"History (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1055;21101156472;"Bibliotheca Maqriziana";book series;"22116737";"Brill Academic Publishers";No;No;0,111;Q4;1;1;3;137;0;3;0,00;137,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2014-2016, 2018-2019, 2021-2024";"History (Q3); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1056;21100888596;"Colloquia";journal;"18223737";"Institute of Lithuanian Literature and Folklore";No;No;0,111;Q4;3;17;88;466;7;77;0,14;27,41;81,25;0;0;Lithuania;Eastern Europe;"Institute of Lithuanian Literature and Folklore";"2018-2024";"Literature and Literary Theory (Q3); Music (Q3); Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1057;21101038733;"Communication, Culture and Change in Asia";book series;"23664665, 23664673";"Springer Science and Business Media B.V.";No;No;0,111;Q4;5;1;48;764;12;17;0,16;764,00;0,00;0;1;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2016-2018, 2021-2024";"Communication (Q4); Cultural Studies (Q4); Development (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1058;21101063828;"E-Revista de Estudos Interculturais";journal;"21826439";"Center for Intercultural Studies, Polytechnic of Porto";No;No;0,111;Q4;3;27;117;771;12;112;0,10;28,56;78,05;0;7;Portugal;Western Europe;"Center for Intercultural Studies, Polytechnic of Porto";"2019-2024";"Arts and Humanities (miscellaneous) (Q4); Communication (Q4); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1059;21100409542;"Eurasian Studies Library";book series;"18779484";"Brill Academic Publishers";No;No;0,111;Q4;3;0;5;0;0;3;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2010, 2013-2016, 2018-2023";"History (Q3); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1060;14974;"Explorations in Renaissance Culture";journal;"00982474, 23526963";"Brill Academic Publishers";No;No;0,111;Q4;7;4;30;205;2;29;0,00;51,25;50,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"1976, 1996-2024";"History (Q3); Literature and Literary Theory (Q3); Music (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); Philosophy (Q4)";"Arts and Humanities; Social Sciences"
1061;21101123952;"Food Studies";journal;"21601933, 21601941";"Common Ground Research Networks";No;No;0,111;Q4;4;10;29;606;28;28;1,22;60,60;55,56;0;6;United States;Northern America;"Common Ground Research Networks";"2019-2024";"Cultural Studies (Q4); Environmental Science (miscellaneous) (Q4); Food Science (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)";"Agricultural and Biological Sciences; Environmental Science; Medicine; Nursing; Social Sciences"
1062;21101181770;"Francopolyphonies";book series;"15742032";"Brill Academic Publishers";No;No;0,111;Q4;2;27;3;429;0;3;0,00;15,89;0,00;0;3;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2008, 2010, 2012-2014, 2016-2021, 2023-2025";"Literature and Literary Theory (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1063;21100877201;"International Review of Social Research";journal;"20698267, 20698534";"Sciendo";Yes;No;0,111;Q4;5;0;7;0;2;7;0,00;0,00;0,00;0;0;Germany;Western Europe;"Sciendo";"2018-2019, 2021";"Anthropology (Q4); Cultural Studies (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
1064;21100427879;"Iran Studies";book series;"15697401";"Brill Academic Publishers";No;No;0,111;Q4;8;2;9;694;0;3;0,00;347,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007, 2009-2010, 2012, 2014-2015, 2017-2019, 2021, 2023-2024";"History (Q3); Anthropology (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1065;21101199914;"Jezyk na Pograniczach";book series;"12301302";"Polish Academy of Sciences, Institute of Slavic Studies";No;No;0,111;Q4;1;1;5;291;0;3;0,00;291,00;0,00;0;0;Poland;Eastern Europe;"Polish Academy of Sciences, Institute of Slavic Studies";"2019-2020, 2022-2024";"Anthropology (Q4); Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1066;26479;"Journal de la Societe des Oceanistes";journal;"17607256, 0300953X";"Societe des Oceanistes";No;No;0,111;Q4;10;15;65;388;11;60;0,17;25,87;56,25;0;0;France;Western Europe;"Societe des Oceanistes";"1968, 1986, 1999, 2001, 2011-2024";"History (Q3); Anthropology (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1067;13765;"Journal for Eighteenth-Century Studies";journal;"17540208, 17540194";"Wiley-Blackwell Publishing Ltd";No;No;0,111;Q4;14;22;78;0;18;77;0,19;0,00;40,91;0;1;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1972-1973, 1975-1995, 2009-2025";"History (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1068;21100891828;"Journal of Somali Studies";journal;"20565682, 20565674";"Adonis &amp; Abbey Publishers Ltd.";No;No;0,111;Q4;6;24;47;1040;13;43;0,17;43,33;31,25;0;18;United Kingdom;Western Europe;"Adonis &amp; Abbey Publishers Ltd.";"2014-2024";"History (Q3); Cultural Studies (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1069;21101145388;"Leiden Studies in Islam and Society";book series;"22108920";"Brill Academic Publishers";No;No;0,111;Q4;5;2;65;687;27;3;0,42;343,50;50,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2014-2025";"History (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1070;21100407150;"Medieval Mediterranean";book series;"09285520";"Brill Academic Publishers";No;No;0,111;Q4;9;32;91;2661;7;3;0,07;83,16;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2025";"History (Q3); Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1071;21100898965;"Modernist Cultures";journal;"20411022, 17538629";"Edinburgh University Press";No;No;0,111;Q4;9;14;54;697;7;52;0,07;49,79;53,85;0;2;United Kingdom;Western Europe;"Edinburgh University Press";"2005-2024";"History (Q3); Literature and Literary Theory (Q3); Music (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1072;21100923614;"Nordisk Judaistik";journal;"23434929, 03481646";"Donner Institute for Research in Religious and Cultural History";Yes;Yes;0,111;Q4;6;13;39;534;5;27;0,17;41,08;61,54;0;2;Finland;Western Europe;"Donner Institute for Research in Religious and Cultural History";"2019-2024";"History (Q3); Religious Studies (Q3); Anthropology (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1073;21100788470;"Novoe Literaturnoe Obozrenie";journal;"08696365";"Novoe Literaturnoe Obozrenie Ltd.";Yes;No;0,111;Q4;3;106;343;2875;30;329;0,08;27,12;39,39;0;6;Russian Federation;Eastern Europe;"Novoe Literaturnoe Obozrenie Ltd.";"2016-2024";"Literature and Literary Theory (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1074;21101155958;"On the Boundary of Two Worlds";book series;"15707121";"Brill: Rodopi";No;No;0,111;Q4;6;0;3;0;0;3;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Brill: Rodopi";"2004-2011, 2013-2016, 2020-2022";"History (Q3); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1075;21100840734;"Preternature";journal;"21612196, 21612188";"Penn State University Press";No;No;0,111;Q4;5;13;34;657;7;32;0,05;50,54;54,55;0;2;United States;Northern America;"Penn State University Press";"2017-2025";"History (Q3); Anthropology (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1076;18695;"Revue des Etudes Slaves";journal;"2117718X, 00802557";"Imprimerie Nationale";No;No;0,111;Q4;5;20;145;915;7;141;0,04;45,75;38,89;0;1;France;Western Europe;"Imprimerie Nationale";"1983, 1985, 1999-2000, 2011, 2013-2024";"History (Q3); Literature and Literary Theory (Q3); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1077;21101170612;"Studia Imagologica";book series;"22114181, 09274065";"Brill Academic Publishers";No;No;0,111;Q4;7;0;54;0;10;3;0,14;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"1992, 1994-1996, 2001, 2003, 2006-2007, 2009-2014, 2018-2019, 2021-2023";"Literature and Literary Theory (Q3); Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1078;21100406404;"Studies in Jewish History and Culture";book series;"15685004";"Brill Academic Publishers";No;No;0,111;Q4;7;1;3;189;0;3;0,00;189,00;100,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2021, 2023-2025";"History (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1079;21100406839;"Studies on the Texts of the Desert of Judah";book series;"01699962";"Brill Academic Publishers";No;No;0,111;Q4;20;2;95;668;17;3;0,11;334,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2005-2025";"History (Q3); Religious Studies (Q3); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1080;21100876295;"Tautosakos Darbai";journal;"13922831";"Institute of Lithuanian Literature and Folklore";No;No;0,111;Q4;5;20;67;483;7;64;0,12;24,15;76,47;0;1;Lithuania;Eastern Europe;"Institute of Lithuanian Literature and Folklore";"2018-2024";"History (Q3); Literature and Literary Theory (Q3); Anthropology (Q4); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1081;21101039867;"Theoretical Studies in Literature and Art";journal;"02570254";"East China Normal University Press";No;No;0,111;Q4;3;157;319;4072;10;318;0,02;25,94;39,29;0;6;China;Asiatic Region;"East China Normal University Press";"2012-2024";"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Anthropology (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1082;7100153139;"Vigiliae Christianae";journal;"00426032, 15700720";"Brill Academic Publishers";No;No;0,111;Q4;27;18;65;1763;13;65;0,22;97,94;23,53;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"1948, 1950, 1952, 1957, 1960, 1963, 1965, 1967, 1969-1973, 1976-2025";"History (Q3); Religious Studies (Q3); Archeology (arts and humanities) (Q4); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1083;21100406988;"Vigiliae Christianae, Supplements";book series;"0920623X";"Brill Academic Publishers";No;No;0,111;Q4;11;4;16;1584;3;3;0,23;396,00;50,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2021, 2023-2024";"History (Q3); Religious Studies (Q3); Archeology (arts and humanities) (Q4); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1084;6000152775;"Visual Culture in Britain";journal;"14714787, 19418361";"Taylor and Francis Ltd.";No;No;0,111;Q4;9;11;3;127;0;3;0,00;11,55;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2020, 2022-2025";"Visual Arts and Performing Arts (Q3); Communication (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1085;21100218383;"Al-Shajarah";journal;"13946870";"International Islamic University Malaysia";No;No;0,110;Q4;9;28;37;359;9;32;0,31;12,82;22,58;0;5;Malaysia;Asiatic Region;"International Islamic University Malaysia";"2011, 2013-2024";"History (Q3); Religious Studies (Q3); Cultural Studies (Q4); Philosophy (Q4)";"Arts and Humanities; Social Sciences"
1086;21100450247;"Altre Modernita";journal;"20357680";"Universita degli Studi di Milano";Yes;Yes;0,110;Q4;9;89;219;2424;17;200;0,07;27,24;82,19;0;20;Italy;Western Europe;"Universita degli Studi di Milano";"2015-2024";"Literature and Literary Theory (Q3); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1087;14197;"American Jewish History";journal;"10863141, 01640178";"Johns Hopkins University Press";No;No;0,110;Q4;14;3;65;428;12;61;0,05;142,67;66,67;0;0;United States;Northern America;"Johns Hopkins University Press";"1981, 2002-2004, 2007-2011, 2013-2024";"History (Q3); Cultural Studies (Q4); Religious Studies (Q4)";"Arts and Humanities; Social Sciences"
1088;21100794693;"Ars Aeterna";journal;"13379291, 24508497";"Univerzita Konstantina Filozofa v Nitre";Yes;No;0,110;Q4;4;14;41;331;6;41;0,13;23,64;53,33;0;2;Slovakia;Eastern Europe;"Univerzita Konstantina Filozofa v Nitre";"2016-2024";"Literature and Literary Theory (Q3); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1089;21100901900;"Black Camera";journal;"15363155, 19474237";"Indiana University Press";No;No;0,110;Q4;4;66;178;1003;19;172;0,19;15,20;32,14;0;10;Russian Federation;Eastern Europe;"Indiana University Press";"2018-2024";"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Communication (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1090;21100873331;"Debats";journal;"02120585, 25303074";"Institucio Alfons el Magnanim-Centre Valencia d'Estudis i d'Investigacio. Diputacio de Valencia";Yes;Yes;0,110;Q4;5;10;83;388;13;80;0,17;38,80;50,00;0;1;Spain;Western Europe;"Institucio Alfons el Magnanim-Centre Valencia d'Estudis i d'Investigacio. Diputacio de Valencia";"2018-2024";"Cultural Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1091;21101053654;"ER(R)GO";journal;"15086305, 25443186";"Wydawnictwo Uniwersytetu Slaskiego";Yes;Yes;0,110;Q4;2;19;91;621;7;86;0,05;32,68;45,45;0;3;Poland;Eastern Europe;"Wydawnictwo Uniwersytetu Slaskiego";"2019-2024";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
1092;21100904229;"Estudios de Teoria Literaria";journal;"23139676";"Universidad Nacional de Mar del Plata";Yes;Yes;0,110;Q4;3;42;152;942;11;142;0,04;22,43;65,79;0;3;Argentina;Latin America;"Universidad Nacional de Mar del Plata";"2018-2024";"History (Q3); Literature and Literary Theory (Q3); Communication (Q4); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
1093;21100924303;"Indo-European Linguistics";journal;"22125892, 22125884";"Brill Academic Publishers";Yes;Yes;0,110;Q4;8;8;24;361;6;23;0,13;45,13;14,29;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2015-2024";"History (Q3); Communication (Q4); Cultural Studies (Q4); Experimental and Cognitive Psychology (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Psychology; Social Sciences"
