folio_u;tit_propio;nombre_edi;es_enlinea;catalogada;id_catalogo;nombre_largo;issn_e;issn_l;issn_imp;subtemas
26257;"Journal of Mediterranean Knowledge";"ICSR Mediterranean Knowledge";1;0;10816;Iberoamericanistas-Europa;2499-930X;2499-930X;;"Antropología, Educación, Pedagogía, Religión, Sociología, Ciencias y Técnicas historiográficas"
28993;"Jurnal of Maya Heritage";https://digitalcommons.kennesaw.edu/mayaheritage/editorialboard.html;1;;;"Iberoamericanistas-América del Norte";2995-7427;2995-7427;;"Antropología, Derecho y jurisprudencia, Educación, Etnología, Religión, Estudios latinoamericanos"
9575;Ketzalcalli;"University of Hamburgo, Institute of Mesoamericanistics";0;0;3274;México;;;1860-5710;"Antropología, Arqueología, Historia, Lingüística"
9592;"Kobie. Antropología cultural";"Diputación Foral de Bizkaia, Departamento de Cultura";0;0;3281;España;;;0214-7939;Antropología
28680;"Kogoró, revista de estudiantes de antropología";"Universidad de Antioquia";1;;;Colombia;2256-3628;2256-361X;2256-361X;"Antropología, Arqueología, Etnología, Geografía, Historia, Sociología"
19473;Kóot;"Universidad Tecnológica de El Salvador, Dirección de Cultura";1;1;7367;"El Salvador";2307-3942;2078-0664;2078-0664;"Antropología, Arqueología, Arte, Ciencias sociales y humanidades, Cultura, Folklore, Multidisciplinarias, Museología, Sociología"
9603;"Kula. Antropólogos del Atlántico Sur";"Ediciones Kula";1;;;Argentina;1852-3218;1852-3218;2362-261X;"Antropología, Ciencias sociales y humanidades"
6488;"La zaranda de ideas";"Asociación de Arqueólogos Profesionales de la República Argentina";1;1;2106;Argentina;1853-1296;1669-7456;;"Antropología, Arqueología"
21560;"Latin American Perspectives";"SAGE Publishing";1;1;8672;"Iberoamericanistas-América del Norte";1552-678X;0094-582X;0094-582X;"Antropología, Ciencia política y administración pública, Economía, Geografía, Historia, Relaciones internacionales, Estudios latinoamericanos, Estudios de género"
21562;"Latin American Research Review";"University of Pittsburgh";1;1;8674;"Iberoamericanistas-América del Norte";1542-4278;0023-8791;0023-8791;"Antropología, Economía, Historia, Literatura, Sociología, Estudios latinoamericanos"
27746;"LEETRA Indígena";"Universidade Federal de São Carlos (UFSCar)";1;;;Brasil;2764-412X;;;"Antropología, Folklore, Lingüística, Literatura, Humanidades, Filología"
26286;Límbica.;"Publicación de las editoras";1;;;Argentina;2718-7241;2718-7241;;"Antropología, Ciencias de la comunicación, Medicina, Multidisciplinarias, Estudios de género"
20463;Lqnt;"Ayuntamiento de Alicante. Departamento de Patrimonio Cultural";0;;;España;;;1134-7295;"Antropología, Arqueología, Cultura, Etnología, Historia, Museología, Sociología, Turismo, Estudios locales, Humanidades, Prehistoria, Ciencias y Técnicas historiográficas"
23276;"Luparia, revista de estudios licológicos";"Asociación Amigos del Lobo de Sierra Morena";1;;;España;2444-5053;2444-5053;;"Antropología, Ecología, Etnología, Zoología"
10079;Maguaré;"Universidad Nacional de Colombia, Facultad de Ciencias Humanas.";1;0;3486;Colombia;2256-5752;0120-3045;0120-3045;Antropología
26623;Maloca;"Universidade Estadual de Campinas (UNICAMP)";1;0;10900;Brasil;2675-3111;2675-3111;;"Antropología, Arqueología, Ciencias sociales y humanidades, Cultura, Etnología"
10089;Mana;"Universidade Federal do Rio de Janeiro (UFRJ)";1;0;3492;Brasil;1678-4944;0104-9313;0104-9313;Antropología
28840;"Mañé, Ferrer y Swartz";"Servicios Académicos Intercontinentales S.L.";1;;;España;2990-0476;2990-0476;;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Educación, Historia, Sociología"
20403;"Materiales para la Historia del Deporte";"Universidad Politécnica de Madrid";1;1;8044;España;2340-7166;1887-9586;;"Antropología, Deportes, Educación, Sociología, Humanidades"
23334;"Mayéutica, Revista Científica de Humanidades y Artes";"Universidad Centroccidental Lisandro Alvarado, Decanato de Humanidades y Artes";1;1;11059;Venezuela;2477-9261;2343-6158;;"Antropología, Arte, Ciencias sociales y humanidades, Etica, Filosofía, Folklore"
10224;"Medicina antropológica";"Sociedad Argentina de Medicina Antropológica";0;;;Argentina;;;1666-3659;"Antropología, Medicina"
10335;"Memoria americana";"Instituto de Ciencias Antropológicas; Facultad de Filosofía y Letras; Universidad de Buenos Aires";1;1;3581;Argentina;1851-3751;0327-5752;0327-5752;"Antropología, Etnología"
10391;Memorias;"Fundacion Universitaria del Norte";1;;;Colombia;1794-8886;1794-8886;;"Antropología, Arqueología"
10385;"Memorias - Museo de Ciencias Naturales y Antropológicas Prof. Antonio Serrano";"Museo de Ciencias Naturales y Antropológicas Prof. Antonio Serrano";0;;;Argentina;;1515-3924;1515-3924;"Antropología, Veterinaria"
28838;"Memorias disidentes";"Instituto Regional de Planeamiento y Habitat, Universidad Nacional de San Juan, Instituto Regional de Planeamiento y Habitat, Consejo Nacional de Investigaciones Científicas y Técnicas";1;;;Argentina;3008-7716;3008-7716;;"Antropología, Arqueología, Ciencias sociales y humanidades, Humanidades"
