Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
460;21101022737;"Doxa Comunicacion";journal;"1696019X, 23863978";"CEU Ediciones";Yes;Yes;0,257;Q3;10;43;131;1858;113;129;0,84;43,21;42,50;2;11;Spain;Western Europe;"CEU Ediciones";"2019-2025";"Communication (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
461;21101044732;"E-Balonmano.com: Revista de Ciencias del Deporte";journal;"18857019";"Federacion Extremena de Balonmano, University of Extremadura";Yes;Yes;0,257;Q3;8;30;68;1437;67;68;0,81;47,90;20,21;0;5;Spain;Western Europe;"Federacion Extremena de Balonmano, University of Extremadura";"2019-2025";"Education (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Social Sciences (miscellaneous) (Q3); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Health Professions; Social Sciences"
462;21100264820;"Prisma Social";journal;"19893469";"Fundacion de Investigacion Social Avanzada";Yes;No;0,256;Q3;15;58;168;2844;188;158;1,23;49,03;66,92;0;45;Spain;Western Europe;"Fundacion de Investigacion Social Avanzada";"2013-2024";"Communication (Q3); Education (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
463;21101039230;"International Journal of Information, Diversity and Inclusion";journal;"25743430";"University of Hawaii at Manoa";Yes;Yes;0,255;Q3;9;17;69;922;73;66;0,83;54,24;70,59;0;11;United States;Northern America;"University of Hawaii at Manoa";"2019-2024";"Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
464;21101162892;"Petita: Jurnal Kajian Ilmu Hukum dan Syariah";journal;"25028006, 25498274";"Lembaga Kajian Konstitusi Indonesia (LKKI), Fakultas Syariah dan Hukum, Universitas Islam Negeri Ar-Raniry";No;No;0,255;Q3;5;49;21;2558;84;19;4,00;52,20;30,56;0;23;Indonesia;Asiatic Region;"Lembaga Kajian Konstitusi Indonesia (LKKI), Fakultas Syariah dan Hukum, Universitas Islam Negeri Ar-Raniry";"2023-2024";"Religious Studies (Q1); Arts and Humanities (miscellaneous) (Q2); Law (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
465;21101071123;"Knowledge and Performance Management";journal;"26163829, 25435507";"LLC CPC Business Perspectives";Yes;No;0,254;Q3;9;17;31;863;65;31;2,50;50,76;58,06;0;13;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2019-2025";"Law (Q2); Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Social Sciences (miscellaneous) (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
466;21101090838;"Revista Interdisciplinar da Mobilidade Humana";journal;"19808585, 22379843";"Scalabrini Migration Study Centers";Yes;Yes;0,254;Q3;8;51;137;2166;73;122;0,47;42,47;55,84;1;33;Italy;Western Europe;"Scalabrini Migration Study Centers";"2019-2024";"Demography (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
467;21101045282;"Acta Innovations";journal;"23005599";"Rotherham Academic Press Ltd";Yes;No;0,254;-;15;18;82;570;147;82;1,88;31,67;28,07;0;15;United Kingdom;Western Europe;"Rotherham Academic Press Ltd";"2013-2025";"Education (Q3); Energy (miscellaneous) (Q3); Environmental Engineering (Q3); Management of Technology and Innovation (Q3); Public Health, Environmental and Occupational Health (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Business, Management and Accounting; Energy; Environmental Science; Medicine; Social Sciences"
468;15690;"Journal of Sociology and Social Welfare";journal;"01915096";"Western Michigan University";No;No;0,252;Q3;36;26;68;1487;48;67;0,73;57,19;66,67;0;14;United States;Northern America;"Western Michigan University";"1977, 1995, 2005-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
469;21101116672;"International Critical Thought";journal;"21598312";"Taylor and Francis Ltd.";No;No;0,249;Q3;15;36;105;1696;72;104;0,74;47,11;12,00;0;12;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2025";"Cultural Studies (Q2); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
470;21101146384;"Health in Emergencies and Disasters Quarterly";journal;"23454210";"Negah Institute for Social Research and Scientific Communication";Yes;Yes;0,248;Q3;7;32;103;1120;85;87;0,77;35,00;41,73;0;18;Iran;Middle East;"Negah Institute for Social Research and Scientific Communication";"2019-2025";"Emergency Medical Services (Q2); Building and Construction (Q3); Civil and Structural Engineering (Q3); Emergency Medicine (Q3); Social Sciences (miscellaneous) (Q3)";"Engineering; Health Professions; Medicine; Social Sciences"
471;22016;"Teorija in Praksa";journal;"00403598";"Ljubljana University, Faculty of Social Sciences";No;No;0,247;Q3;12;46;141;2288;80;131;0,56;49,74;45,00;0;16;Slovenia;Eastern Europe;"Ljubljana University, Faculty of Social Sciences";"1981-1983, 1985, 2011-2024";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
472;21100931880;"Uniciencia";journal;"22153470";"Universidad Nacional";Yes;Yes;0,247;Q3;9;34;126;1461;105;125;0,73;42,97;58,16;0;14;Costa Rica;Latin America;"Universidad Nacional";"2019-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Computer Science (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Computer Science; Earth and Planetary Sciences; Mathematics; Physics and Astronomy; Social Sciences"
473;21100901172;"Military Behavioral Health";journal;"21635781, 21635803";"Taylor and Francis Ltd.";No;No;0,246;Q3;18;6;122;262;74;122;0,50;43,67;68,00;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2024";"Psychology (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Psychology; Social Sciences"
474;21101121576;"South African Journal of Agricultural Extension";journal;"24133221, 0301603X";"";Yes;No;0,246;Q3;17;49;94;2042;110;94;0,85;41,67;30,77;0;40;South Africa;Africa;"";"1998-2009, 2011-2025";"Agricultural and Biological Sciences (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Social Sciences"
475;21101274044;"Asian Journal for Mathematics Education";journal;"27527271, 27527263";"SAGE Publications Ltd";Yes;Yes;0,244;Q3;3;23;21;1107;23;21;1,10;48,13;46,94;0;8;United Kingdom;Western Europe;"SAGE Publications Ltd";"2023-2025";"Education (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
476;21101196453;"Eludamos";journal;"18666124";"Septentrio Academic Publishing";Yes;Yes;0,244;Q3;3;12;25;642;27;21;0,60;53,50;23,53;0;2;Norway;Western Europe;"Septentrio Academic Publishing";"2020-2024";"Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Communication (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
477;21101050346;"Language, Discourse and Society";journal;"22394192";"International Sociological Association";Yes;Yes;0,244;Q3;5;20;53;585;28;53;0,52;29,25;53,57;0;8;United States;Northern America;"International Sociological Association";"2019-2024";"Anthropology (Q2); Communication (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
478;36664;"Human Organization";journal;"19383525, 00187259";"Taylor and Francis Ltd.";No;No;0,243;Q3;64;44;107;2197;88;102;0,93;49,93;58,51;0;25;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1975-1989, 1993-2025";"Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
479;21101036620;"Sport und Gesellschaft";journal;"23660465, 16103181";"De Gruyter Oldenbourg";No;No;0,243;Q3;12;17;56;813;17;46;0,26;47,82;19,23;0;2;Germany;Western Europe;"De Gruyter Oldenbourg";"2004-2025";"History (Q1); Philosophy (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
480;21100870382;"ABAC Journal";journal;"08580855";"Assumption University";No;No;0,242;Q3;12;60;178;3607;316;178;1,93;60,12;51,06;0;21;Thailand;Asiatic Region;"Assumption University";"2018-2024";"Literature and Literary Theory (Q1); Business, Management and Accounting (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Education (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
481;145411;"Centro Journal";journal;"21632960, 15386279";"Hunter College Center for Puerto Rican Studies";No;Yes;0,241;Q3;17;22;77;940;50;75;0,67;42,73;52,63;0;5;United States;Northern America;"Hunter College Center for Puerto Rican Studies";"2005-2024";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
482;6500153227;"Nature and Culture";journal;"15585468, 15586073";"Berghahn Journals";No;No;0,241;Q3;27;10;44;589;40;44;1,00;58,90;52,38;0;7;United States;Northern America;"Berghahn Journals";"2008-2024";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
483;21100870922;"Journal of Behavioral Science";journal;"19064675";"Srinakharinwirot University-Behavioral Science Research Institute";No;No;0,241;-;11;27;78;1205;100;78;1,22;44,63;59,52;0;13;Thailand;Asiatic Region;"Srinakharinwirot University-Behavioral Science Research Institute";"2018-2024";"Applied Psychology (Q4); Social Psychology (Q4)";"Psychology"
484;21100899301;"International Journal of Sociology of Education";journal;"20143575";"Hipatia Editorial";Yes;No;0,240;Q3;10;11;36;539;30;36;0,67;49,00;72,41;0;6;Spain;Western Europe;"Hipatia Editorial";"2018-2024";"Education (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
485;21100395158;"Italian Sociological Review";journal;"22398589";"QuiEdit";Yes;Yes;0,240;Q3;11;57;125;2789;94;125;0,70;48,93;51,02;0;24;Italy;Western Europe;"QuiEdit";"2011-2025";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
486;21101037907;"African Human Rights Law Journal";journal;"19962096, 1609073X";"Pretoria University Law Press";Yes;Yes;0,239;Q3;7;39;95;2578;42;86;0,40;66,10;52,94;0;31;South Africa;Africa;"Pretoria University Law Press";"2019-2024";"Law (Q2); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
487;21101047719;"Fonseca Journal of Communication";journal;"21729077";"Ediciones Universidad de Salamanca";Yes;Yes;0,239;Q3;7;40;101;1659;87;99;0,80;41,48;34,12;0;11;Spain;Western Europe;"Ediciones Universidad de Salamanca";"2015, 2019-2025";"Linguistics and Language (Q2); Communication (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
488;21101078229;"Revista de Estudios Latinoamericanos sobre Reduccion del Riesgo de Desastres";journal;"07198477";"Corporation for the Management and Reduction of Disaster Risk in Chile (GRID-Chile)";Yes;Yes;0,239;Q3;7;34;77;1458;60;74;0,75;42,88;56,47;0;24;Chile;Latin America;"Corporation for the Management and Reduction of Disaster Risk in Chile (GRID-Chile)";"2017-2025";"Development (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Ecology (Q3); Social Sciences (miscellaneous) (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
489;21100790345;"Revista Mad";journal;"07180527";"Universidad de Chile";Yes;Yes;0,239;Q3;5;15;32;804;7;30;0,23;53,60;33,33;0;3;Chile;Latin America;"Universidad de Chile";"2016-2024";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
490;21101162627;"Infinity Journal";journal;"20896867, 24609285";"STKIP Siliwangi Bandung (IKIP Siliwangi)";Yes;No;0,238;Q3;11;30;74;1624;112;74;1,32;54,13;38,37;0;8;Indonesia;Asiatic Region;"STKIP Siliwangi Bandung (IKIP Siliwangi)";"2019-2025";"Development (Q3); Education (Q3); Mathematics (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Mathematics; Social Sciences"
491;21101043445;"Interdisciplinary Journal for Religion and Transformation in Contemporary Society";journal;"23642807, 23653140";"Brill Academic Publishers";Yes;Yes;0,238;Q3;7;34;81;1648;40;80;0,40;48,47;44,44;0;3;Netherlands;Western Europe;"Brill Academic Publishers";"2015-2025";"Religious Studies (Q1); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
492;21101232819;"World Food Policy";journal;"23728639";"John Wiley and Sons Inc";No;No;0,238;Q3;7;12;36;749;41;36;1,23;62,42;20,69;0;9;United States;Northern America;"John Wiley and Sons Inc";"2014-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Food Science (Q3); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Social Sciences"
493;5700167148;"International Journal of Asian Studies";journal;"14795914";"Cambridge University Press";No;No;0,237;Q3;15;33;89;1978;73;89;0,55;59,94;33,33;0;10;United Kingdom;Western Europe;"Cambridge University Press";"1996, 2004-2005, 2007, 2009-2025";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
494;144824;"Standort";journal;"01743635";"Springer Verlag";No;No;0,237;Q3;7;55;98;812;38;69;0,44;14,76;36,23;2;23;Germany;Western Europe;"Springer Verlag";"2005-2024";"Development (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Social Sciences (miscellaneous) (Q3); Urban Studies (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
495;5600155299;"Annales-Anali za Istrske in Mediteranske Studije - Series Historia et Sociologia";journal;"13189425, 14085348";"The Historical Society of Southern Primorska of Koper, Institute IRRIS for Research, Development and Strategies of Society, Culture and Environment";Yes;Yes;0,236;Q3;13;35;138;2031;58;138;0,33;58,03;55,93;0;17;Slovenia;Eastern Europe;"The Historical Society of Southern Primorska of Koper, Institute IRRIS for Research, Development and Strategies of Society, Culture and Environment";"2011-2024";"History (Q1); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
496;24762;"Human Rights Quarterly";journal;"1085794X, 02750392";"Johns Hopkins University Press";No;No;0,236;Q3;80;19;81;174;71;80;0,82;9,16;60,61;0;16;United States;Northern America;"Johns Hopkins University Press";"1981, 1990, 1992, 1994-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
497;21101254987;"Jurnal Ilmiah Al-Syir'ah";journal;"16934202, 25280368";"Institut Agama Islam Negeri Manado";No;No;0,236;Q3;4;20;52;919;40;52;0,94;45,95;33,90;0;11;Indonesia;Asiatic Region;"Institut Agama Islam Negeri Manado";"2020-2024";"Religious Studies (Q1); Cultural Studies (Q2); Law (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
498;21101053558;"Revista de Educacion y Derecho";journal;"23864885, 2013584X";"Universitat de Barcelona";Yes;Yes;0,236;Q3;6;36;86;1345;66;85;0,83;37,36;50,00;0;14;Spain;Western Europe;"Universitat de Barcelona";"2019-2024";"Law (Q2); Education (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
499;21100927210;"Balkan Social Science Review";journal;"18578772, 18578799";"Goce Delchev University of Shtip";No;No;0,235;Q3;7;41;88;2011;59;88;0,82;49,05;48,53;0;27;Macedonia;Eastern Europe;"Goce Delchev University of Shtip";"2013-2024";"Law (Q2); Political Science and International Relations (Q3); Public Administration (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
500;21101182773;"Economics and Culture";journal;"22557563, 22560173";"Walter de Gruyter";Yes;Yes;0,234;Q3;4;29;36;1311;43;36;1,19;45,21;70,13;0;20;Germany;Western Europe;"Walter de Gruyter";"2022-2024";"Law (Q2); Business, Management and Accounting (miscellaneous) (Q3); Demography (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
501;21100846015;"Indian Journal of Extension Education";journal;"05371996, 2454552X";"Indian Society of Extension Education";No;No;0,234;Q3;5;102;136;2239;150;128;1,10;21,95;36,46;0;61;India;Asiatic Region;"Indian Society of Extension Education";"1981-1982, 2023-2025";"Communication (Q3); Development (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
502;21101152867;"International Journal of Environmental Impacts";journal;"23982640, 23982659";"International Information and Engineering Technology Association";Yes;No;0,233;Q3;8;77;81;3622;128;81;1,87;47,04;42,93;0;68;Canada;Northern America;"International Information and Engineering Technology Association";"2019-2024";"Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Materials Science (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Environmental Science; Materials Science; Social Sciences"
503;5600153364;"Sociologia, Problemas e Praticas";journal;"08736529";"Instituto Superior de Ciencias do Trabalho e da Empresa";Yes;Yes;0,233;Q3;20;14;61;575;40;61;0,62;41,07;48,15;0;7;Portugal;Western Europe;"Instituto Superior de Ciencias do Trabalho e da Empresa";"1996-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
504;21101185486;"Documentation, Information and Knowledge";journal;"10032797";"Editorial Office of Documentation, Information and Knowledge";No;No;0,232;Q3;7;86;255;3618;191;250;0,79;42,07;46,15;0;24;China;Asiatic Region;"Editorial Office of Documentation, Information and Knowledge";"2019-2024";"Communication (Q3); Library and Information Sciences (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
505;21101247620;"International Journal of Anthropology and Ethnology";journal;"23661003";"Springer Nature";Yes;Yes;0,232;Q3;7;22;59;933;63;59;0,85;42,41;25,00;0;9;Netherlands;Western Europe;"Springer Nature";"2019-2025";"Anthropology (Q2); Cultural Studies (Q2); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
506;21101086731;"Global Perspectives";journal;"25757350";"University of California Press";No;No;0,231;Q3;10;52;90;2516;79;88;0,86;48,38;43,24;0;16;United States;Northern America;"University of California Press";"2020-2025";"Communication (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
507;12100155324;"Qualitative Sociology Review";journal;"17338077";"Lodz University";Yes;Yes;0,231;Q3;20;20;77;1011;56;76;0,53;50,55;70,73;0;6;Poland;Eastern Europe;"Lodz University";"2008-2025";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
508;21101162635;"Review of Behavioral Economics";journal;"23266201, 23266198";"Now Publishers Inc";No;No;0,231;Q3;6;21;47;1400;30;45;0,67;66,67;20,59;0;5;United States;Northern America;"Now Publishers Inc";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Social Psychology (Q4)";"Economics, Econometrics and Finance; Psychology; Social Sciences"
509;26962;"Tidsskrift for Samfunnsforskning";journal;"0040716X";"Scandinavian University Press";Yes;Yes;0,230;Q3;11;16;66;773;39;64;0,36;48,31;67,74;1;6;Norway;Western Europe;"Scandinavian University Press";"1970, 1976, 1980-1982, 1985, 1987, 1998-1999, 2001-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
510;21100456164;"Kontakt";journal;"18047122, 12124117";"University of South Bohemia";Yes;No;0,229;Q3;13;58;147;1890;101;135;0,60;32,59;68,40;0;23;Czech Republic;Eastern Europe;"University of South Bohemia";"2014-2024";"Health (social science) (Q3); Nursing (miscellaneous) (Q3); Public Administration (Q3); Public Health, Environmental and Occupational Health (Q3); Social Sciences (miscellaneous) (Q3)";"Medicine; Nursing; Social Sciences"
511;5700164001;"Athenea Digital";journal;"15788946, 20144539";"Universitat Autonoma de Barcelona";Yes;Yes;0,227;Q3;19;32;107;1187;58;107;0,53;37,09;54,35;0;8;Spain;Western Europe;"Universitat Autonoma de Barcelona";"2007-2025";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
512;21101123123;"Autoctonia";journal;"07198213";"Universidad Bernardo O'Higgins";Yes;Yes;0,227;Q3;3;66;120;3003;21;113;0,19;45,50;39,77;1;21;Chile;Latin America;"Universidad Bernardo O'Higgins";"2019-2025";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
513;21101111520;"Journal of Road Safety";journal;"26524260, 26524252";"Australasian College of Road Safety";Yes;Yes;0,227;Q3;7;25;73;856;48;68;0,82;34,24;47,13;0;22;Australia;Pacific Region;"Australasian College of Road Safety";"2019-2024";"Safety Research (Q3); Safety, Risk, Reliability and Quality (Q3); Social Sciences (miscellaneous) (Q3); Transportation (Q4)";"Engineering; Social Sciences"
514;17400154822;"East Asian Science, Technology and Society";journal;"18752152, 18752160";"Routledge";No;No;0,226;Q3;21;38;100;2146;47;67;0,45;56,47;44,83;0;8;United States;Northern America;"Routledge";"2008-2025";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
515;21100838563;"Annals of Applied Sport Science";journal;"24764981, 23224479";"";Yes;No;0,225;Q3;12;56;154;2059;155;153;1,03;36,77;31,14;0;17;Iran;Middle East;"";"2017-2024";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Social Sciences (miscellaneous) (Q3); Applied Psychology (Q4); Orthopedics and Sports Medicine (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Health Professions; Medicine; Psychology; Social Sciences"
516;21100900365;"Cogito";journal;"20686706, 22479384";"PROUniversitaria Publishing House";Yes;Yes;0,225;Q3;7;26;134;899;68;134;0,62;34,58;33,33;0;7;Romania;Eastern Europe;"PROUniversitaria Publishing House";"2018-2024";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
517;21101056927;"Spatial Economics";journal;"25875957, 18159834";"Economic Research Institute, Far Eastern Branch, Russian Academy of Sciences";Yes;Yes;0,224;Q3;7;31;107;1026;52;107;0,51;33,10;40,00;0;17;Russian Federation;Eastern Europe;"Economic Research Institute, Far Eastern Branch, Russian Academy of Sciences";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Business and International Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
518;21100244867;"Empiria";journal;"21740682, 11395737";"Universidad Nacional de Educacion a Distancia (UNED)";Yes;Yes;0,223;Q3;14;23;86;1278;70;86;0,67;55,57;51,43;0;11;Spain;Western Europe;"Universidad Nacional de Educacion a Distancia (UNED)";"2013-2024";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
519;19700183093;"Revista Austral de Ciencias Sociales";journal;"07173202, 07181795";"Facultad de Filosofia y Humanidades, Intituto de Ciencias Sociales, Universidad Austral de Chile";Yes;Yes;0,222;Q3;12;34;86;1808;36;86;0,37;53,18;48,48;0;19;Chile;Latin America;"Facultad de Filosofia y Humanidades, Intituto de Ciencias Sociales, Universidad Austral de Chile";"2008-2010, 2012-2024";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
520;21101124070;"Nordic Journal of Social Research";journal;"18922783";"Scandinavian University Press";Yes;Yes;0,221;Q3;5;7;31;356;30;30;0,95;50,86;66,67;0;5;Norway;Western Europe;"Scandinavian University Press";"2019-2024";"Anthropology (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Health (social science) (Q4)";"Social Sciences"
521;25369;"Revista Critica de Ciencias Sociais";journal;"02541106";"Centro de estudos sociais";Yes;Yes;0,221;Q3;10;16;96;602;27;89;0,32;37,63;61,90;0;6;Portugal;Western Europe;"Centro de estudos sociais";"2001, 2015-2024";"Social Sciences (miscellaneous) (Q3); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
522;21101062494;"Studies in Media and Communication";journal;"2325808X, 23258071";"Redfame Publishing Inc.";No;No;0,221;Q3;11;135;235;5954;289;232;1,25;44,10;49,35;0;46;United States;Northern America;"Redfame Publishing Inc.";"2019-2025";"Communication (Q3); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
523;5000154001;"Bijdragen tot de Taal-, Land- en Volkenkunde";journal;"00062294";"Brill Academic Publishers";Yes;Yes;0,220;Q3;19;10;45;688;36;42;1,15;68,80;9,09;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"1993, 2005-2024";"Anthropology (Q2); Cultural Studies (Q2); Linguistics and Language (Q2); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
524;21100780549;"Russian Sociological Review";journal;"1728192X, 17281938";"National Research University Higher School of Economics";Yes;Yes;0,219;Q3;11;53;142;4495;47;139;0,39;84,81;38,89;0;20;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2001-2003, 2016-2024";"Cultural Studies (Q2); Philosophy (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
525;18083;"Sociological Focus";journal;"00380237, 21621128";"Taylor and Francis Inc.";No;No;0,219;Q3;33;38;73;2547;54;72;0,75;67,03;53,42;0;23;United States;Northern America;"Taylor and Francis Inc.";"1970-1984, 1987-2013, 2015-2025";"Social Sciences (miscellaneous) (Q3); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
526;4800156303;"CyberGeo";journal;"12783366";"Geographie-Cites";Yes;Yes;0,218;Q3;20;15;102;1074;57;96;0,47;71,60;41,03;0;10;France;Western Europe;"Geographie-Cites";"1997-1998, 2000-2024";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
527;21101142418;"Disena";journal;"07188447, 24524298";"Pontificia Universidad Catolica de Chile";Yes;Yes;0,218;Q3;5;19;56;592;46;47;0,97;31,16;70,37;0;3;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2019-2025";"Arts and Humanities (miscellaneous) (Q2); Engineering (miscellaneous) (Q3); Human Factors and Ergonomics (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Engineering; Social Sciences"
528;21101077475;"International Journal of Community and Social Development";journal;"25166034, 25166026";"Sage Publications India Pvt. Ltd";No;No;0,218;Q3;14;25;78;1025;65;64;0,71;41,00;43,18;0;16;Singapore;Asiatic Region;"Sage Publications India Pvt. Ltd";"2019-2025";"Development (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
529;5600155285;"Parameters";journal;"00311723";"U.S. Army War College";No;No;0,218;Q3;6;46;128;1189;88;113;0,79;25,85;15,09;0;7;United States;Northern America;"U.S. Army War College";"1982, 2019-2024";"History (Q1); Cultural Studies (Q2); Political Science and International Relations (Q3); Safety Research (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
530;5600152962;"Trames";journal;"14060922";"Estonian Academy of Sciences";Yes;No;0,218;Q3;19;23;65;987;51;65;0,74;42,91;43,90;0;8;Estonia;Eastern Europe;"Estonian Academy of Sciences";"2008-2024";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
